chembl_id,organism,pref_name,ligand_ID,pchembl_value,canonical_smiles,year,standard_smiles
CHEMBL2413,Homo sapiens,C-C chemokine receptor type 1,CHEMBL1224120,7.66,FC(F)(F)c1ccc(NC(=O)N2CCC[C@@H]2c3ncnn3Cc4ccc(Cl)cc4)cc1,2010.0,O=C(Nc1ccc(C(F)(F)F)cc1)N1CCC[C@@H]1c1ncnn1Cc1ccc(Cl)cc1
CHEMBL242,Homo sapiens,Estrogen receptor beta,CHEMBL1082539,6.9,Oc1ccc2C3=C(CCOc2c1)c4ccccc4O[C@@H]3c5ccc(OCCN6CCCCCC6)cc5,2009.0,Oc1ccc2c(c1)OCCC1=C2[C@@H](c2ccc(OCCN3CCCCCC3)cc2)Oc2ccccc21
CHEMBL2431,Homo sapiens,Serine/threonine-protein kinase AKT2,CHEMBL597600,8.4,NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)NCc4ccc(Cl)cc4F,2010.0,NC1(C(=O)NCc2ccc(Cl)cc2F)CCN(c2ncnc3[nH]ccc23)CC1
CHEMBL2434,Homo sapiens,Interleukin-8 receptor B,CHEMBL184185,8.0,NC(=O)c1c(Cl)ccc(NC(=O)Nc2ccccc2Br)c1O,2004.0,NC(=O)c1c(Cl)ccc(NC(=O)Nc2ccccc2Br)c1O
CHEMBL244,Homo sapiens,Coagulation factor X,CHEMBL25461,9.77,CC(=N)N1CCC(CC1)Oc2ccc(NCc3cccc(c3)c4cccc(c4)C(=N)N)cc2[N+](=O)[O-],2002.0,CC(=N)N1CCC(Oc2ccc(NCc3cccc(-c4cccc(C(=N)N)c4)c3)cc2[N+](=O)[O-])CC1
CHEMBL245,Homo sapiens,Muscarinic acetylcholine receptor M3,CHEMBL3087954,9.6,O=C(O[C@H]1C[N+]2(Cc3onc(c3)c4ccccc4)CCC1CC2)C5(CCCCCC5)C6=CC=CC6,2013.0,O=C(O[C@H]1C[N+]2(Cc3cc(-c4ccccc4)no3)CCC1CC2)C1(C2=CC=CC2)CCCCCC1
CHEMBL246,Homo sapiens,Beta-3 adrenergic receptor,CHEMBL516785,8.62,CC(C)Oc1cc(ccc1C(=O)O)c2ccc(OCCNC[C@H](O)c3ccccc3)cc2,2008.0,CC(C)Oc1cc(-c2ccc(OCCNC[C@H](O)c3ccccc3)cc2)ccc1C(=O)O
CHEMBL248,Homo sapiens,Leukocyte elastase,CHEMBL3947296,8.14,CC1=C(C(=O)C(=CN1c2onc(C)c2C)C(=NCc3ccc(cc3)S(=O)(=NC#N)C)O)c4cccc(c4)C(F)(F)F,2016.0,Cc1noc(-n2cc(C(O)=NCc3ccc(S(C)(=O)=NC#N)cc3)c(=O)c(-c3cccc(C(F)(F)F)c3)c2C)c1C
CHEMBL249,Homo sapiens,Neurokinin 1 receptor,CHEMBL1817833,6.57,Cl.Fc1ccc(cc1)C(C2CN(Cc3cccc(c3)C(F)(F)F)CCC2=O)c4ccc(F)cc4,2011.0,O=C1CCN(Cc2cccc(C(F)(F)F)c2)CC1C(c1ccc(F)cc1)c1ccc(F)cc1
CHEMBL251,Homo sapiens,Adenosine A2a receptor,CHEMBL3317580,6.14,Nc1nc(CCCc2ccc(O)cc2)nc3cn(nc13)c4ccccc4,2014.0,Nc1nc(CCCc2ccc(O)cc2)nc2cn(-c3ccccc3)nc12
CHEMBL252,Homo sapiens,Endothelin receptor ET-A,CHEMBL10744,8.1,COc1ccc(cc1)C2(O)OC(=O)C(=C2Cc3ccc(O)cc3)c4ccc5OCOc5c4,1997.0,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2Cc2ccc(O)cc2)cc1
CHEMBL2525,Homo sapiens,Beta secretase 2,CHEMBL3928819,7.01,CN1C(=N)N[C@@](C)(CS1(=O)=O)c2cc(cs2)c3cncc(c3)c4ocnc4,2016.0,CN1C(=N)N[C@](C)(c2cc(-c3cncc(-c4cnco4)c3)cs2)CS1(=O)=O
CHEMBL253,Homo sapiens,Cannabinoid CB2 receptor,CHEMBL3354958,7.82,Fc1ccc(c(F)c1)n2nc(C(=O)NC3CCOCC3)c4C[C@H]5C[C@H]5c24,2015.0,O=C(NC1CCOCC1)c1nn(-c2ccc(F)cc2F)c2c1C[C@H]1C[C@@H]21
CHEMBL2534,Homo sapiens,3-phosphoinositide dependent protein kinase-1,CHEMBL1765746,7.3,CC(C)(C)OC(=O)NC1CCCN(C1)c2cc(nc(N)n2)c3ccc4c(N)n[nH]c4c3,2011.0,CC(C)(C)OC(=O)NC1CCCN(c2cc(-c3ccc4c(N)n[nH]c4c3)nc(N)n2)C1
CHEMBL255,Homo sapiens,Adenosine A2b receptor,CHEMBL447192,6.66,Nc1nc(cc(c2occc2)c1C#N)c3ccccc3,2008.0,N#Cc1c(-c2ccco2)cc(-c2ccccc2)nc1N
CHEMBL256,Homo sapiens,Adenosine A3 receptor,CHEMBL2151130,6.7,Clc1ccc(cc1)C(=O)Nc2nc(n[nH]2)c3ccccc3,2012.0,O=C(Nc1nc(-c2ccccc2)n[nH]1)c1ccc(Cl)cc1
CHEMBL258,Homo sapiens,Tyrosine-protein kinase LCK,CHEMBL553,6.28,COCCOc1cc2ncnc(Nc3cccc(c3)C#C)c2cc1OCCOC,2005.0,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
CHEMBL259,Homo sapiens,Melanocortin receptor 4,CHEMBL250976,6.5,CC(C)N1C[C@H]([C@@H](C1)c2ccc(Cl)cc2)C(=O)N3CCN(CC3)c4ccccc4Cn5ccnc5,2007.0,CC(C)N1C[C@@H](C(=O)N2CCN(c3ccccc3Cn3ccnc3)CC2)[C@H](c2ccc(Cl)cc2)C1
CHEMBL2599,Homo sapiens,Tyrosine-protein kinase SYK,CHEMBL3958527,8.05,Cc1cc(Nc2cc(ccn2)C(F)(F)F)nc(c1)c3ccc(nc3)C4(O)CCN(CC4)C(=O)c5ccc6cc[nH]c6n5,2015.0,Cc1cc(Nc2cc(C(F)(F)F)ccn2)nc(-c2ccc(C3(O)CCN(C(=O)c4ccc5cc[nH]c5n4)CC3)nc2)c1
CHEMBL260,Homo sapiens,MAP kinase p38 alpha,CHEMBL272989,8.35,CC(C)Cn1cnc2ccc(nc12)c3[nH]c(nc3c4ccccc4)c5c(F)cccc5F.CS(=O)(=O)O,2008.0,CC(C)Cn1cnc2ccc(-c3[nH]c(-c4c(F)cccc4F)nc3-c3ccccc3)nc21.CS(=O)(=O)O
CHEMBL261,Homo sapiens,Carbonic anhydrase I,CHEMBL1270532,6.32,Cc1c(cc(c2ccc3ccccc3c2)n1c4ccc(cc4)S(=O)(=O)N)C(=O)NCCN5CCCCC5,2010.0,Cc1c(C(=O)NCCN2CCCCC2)cc(-c2ccc3ccccc3c2)n1-c1ccc(S(N)(=O)=O)cc1
CHEMBL262,Homo sapiens,Glycogen synthase kinase-3 beta,CHEMBL109981,7.4,COc1ccccc1C2=C(C(=O)NC2=O)c3cn(CCCNC(=O)OC(C)(C)C)c4ncccc34,2004.0,COc1ccccc1C1=C(c2cn(CCCNC(=O)OC(C)(C)C)c3ncccc23)C(=O)NC1=O
CHEMBL2637,Homo sapiens,c-Jun N-terminal kinase 3,CHEMBL248792,6.12,CS(=O)(=O)Nc1ccc(cc1)c2cnc3cccc(Nc4ncc(s4)[N+](=O)[O-])c3c2,2007.0,CS(=O)(=O)Nc1ccc(-c2cnc3cccc(Nc4ncc([N+](=O)[O-])s4)c3c2)cc1
CHEMBL264,Homo sapiens,Histamine H3 receptor,CHEMBL535631,8.4,Cl.CC(C)N1CCC(CC1)Oc2ccc(cc2)N3CCN(CC3=O)C(=O)c4ccc(F)cc4,2007.0,CC(C)N1CCC(Oc2ccc(N3CCN(C(=O)c4ccc(F)cc4)CC3=O)cc2)CC1
CHEMBL267,Homo sapiens,Tyrosine-protein kinase SRC,CHEMBL3940079,8.4,Cc1ccc(cc1)n2nc(cc2NC(=O)Nc3ccc(Oc4ccnc(Nc5ccc6c(c5)ncn6C)n4)c7ccccc37)C(C)(C)C,2016.0,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(Oc3ccnc(Nc4ccc5c(c4)ncn5C)n3)c3ccccc23)cc1
CHEMBL268,Homo sapiens,Cathepsin K,CHEMBL353725,8.0,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@H](CNc2ccc(cc2)N3CCCCC3)Cc4ccccc4,2004.0,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@H](CNc1ccc(N2CCCCC2)cc1)Cc1ccccc1
CHEMBL2695,Homo sapiens,Focal adhesion kinase 1,CHEMBL1934353,8.3,CN(c1ccccc1c2cc(Cl)c3cnc(Nc4ccc(cc4)C5CCN(CC(=O)N)CC5)nn23)S(=O)(=O)C,2012.0,CN(c1ccccc1-c1cc(Cl)c2cnc(Nc3ccc(C4CCN(CC(N)=O)CC4)cc3)nn12)S(C)(=O)=O
CHEMBL2722,Homo sapiens,Cytochrome P450 11B2,CHEMBL3979371,7.96,CCS(=O)(=O)NCCN1CCCc2c1cncc2c3ccc4N(C)C(=O)CCc4c3,2016.0,CCS(=O)(=O)NCCN1CCCc2c(-c3ccc4c(c3)CCC(=O)N4C)cncc21
CHEMBL274,Homo sapiens,C-C chemokine receptor type 5,CHEMBL161664,8.06,CCO\N=C(\C1CCN(CC1)C2(C)CCN(CC2)C(=O)c3c(C)c[n+]([O-])cc3C)/c4ccc(Br)cc4,2003.0,CCO/N=C(\c1ccc(Br)cc1)C1CCN(C2(C)CCN(C(=O)c3c(C)c[n+]([O-])cc3C)CC2)CC1
CHEMBL2742,Homo sapiens,Fibroblast growth factor receptor 3,CHEMBL3690401,9.09,FC(F)(F)CNC(=O)Nc1cccc(c1)c2cnc3cc(ccn23)c4cnn(c4)C5CNC5,2014.0,O=C(NCC(F)(F)F)Nc1cccc(-c2cnc3cc(-c4cnn(C5CNC5)c4)ccn23)c1
CHEMBL275,Homo sapiens,Phosphodiesterase 4B,CHEMBL571383,6.8,COc1cccc(Nc2c(cnc3ccc(Sc4ccccc4)cc23)C(=O)N)c1,2009.0,COc1cccc(Nc2c(C(N)=O)cnc3ccc(Sc4ccccc4)cc23)c1
CHEMBL279,Homo sapiens,Vascular endothelial growth factor receptor 2,CHEMBL3656039,7.68,Cc1ccoc1C(=O)Nc2cccc(Oc3ccnc(c3)c4cc(c[nH]4)C(=O)N)c2,2013.0,Cc1ccoc1C(=O)Nc1cccc(Oc2ccnc(-c3cc(C(N)=O)c[nH]3)c2)c1
CHEMBL280,Homo sapiens,Matrix metalloproteinase 13,CHEMBL248918,7.82,Fc1ccc(Oc2ccc(cn2)N3C(=O)NCC34C(=O)NC(=O)NC4=O)cc1,2007.0,O=C1NC(=O)C2(CNC(=O)N2c2ccc(Oc3ccc(F)cc3)nc2)C(=O)N1
CHEMBL2815,Homo sapiens,Nerve growth factor receptor Trk-A,CHEMBL3671439,7.68,CC(C)(CO)n1cc(C(=O)c2cncc(NC(=O)Cc3ccc(OC(F)(F)F)cc3)c2)c4cnc(N)nc14,2014.0,CC(C)(CO)n1cc(C(=O)c2cncc(NC(=O)Cc3ccc(OC(F)(F)F)cc3)c2)c2cnc(N)nc21
CHEMBL283,Homo sapiens,Matrix metalloproteinase 3,CHEMBL78335,6.42,Cc1ccc(CCC[C@H](CC(=O)O)C(=O)N[C@@H](CC2CCCCC2)C(=O)NCCc3ccc(cc3)S(=O)(=O)N)cc1,1994.0,Cc1ccc(CCC[C@H](CC(=O)O)C(=O)N[C@@H](CC2CCCCC2)C(=O)NCCc2ccc(S(N)(=O)=O)cc2)cc1
CHEMBL2835,Homo sapiens,Tyrosine-protein kinase JAK1,CHEMBL3942424,7.52,Fc1ccc(CN[C@@H]2CC[C@@H](CC2)c3nnn4cnc5[nH]ccc5c34)cc1,2015.0,Fc1ccc(CN[C@H]2CC[C@@H](c3nnn4cnc5[nH]ccc5c34)CC2)cc1
CHEMBL284,Homo sapiens,Dipeptidyl peptidase IV,CHEMBL535180,7.3,Cl.N[C@@H](CC(=O)N1CCCCN1C(=O)c2ccccc2)Cc3cc(F)c(F)cc3F,2007.0,N[C@@H](CC(=O)N1CCCCN1C(=O)c1ccccc1)Cc1cc(F)c(F)cc1F
CHEMBL2842,Homo sapiens,Serine/threonine-protein kinase mTOR,CHEMBL3936252,6.93,COCCN1CC(C)(C)Oc2nc(nc(c3ccc(NC(=Nc4ccc(OC)nc4)O)cc3)c2C1=O)N5CC6CCC(C5)O6,2015.0,COCCN1CC(C)(C)Oc2nc(N3CC4CCC(C3)O4)nc(-c3ccc(NC(O)=Nc4ccc(OC)nc4)cc3)c2C1=O
CHEMBL286,Homo sapiens,Renin,CHEMBL1824956,7.16,CNC(=O)CC1CN(CCN1)C(=O)c2c(Oc3c(C)cccc3C)n(c4ccccc4)c5cccnc25,2011.0,CNC(=O)CC1CN(C(=O)c2c(Oc3c(C)cccc3C)n(-c3ccccc3)c3cccnc23)CCN1
CHEMBL287,Homo sapiens,Sigma opioid receptor,CHEMBL1744015,8.82,Cl.CCCCCCN1CCC2(CC1)CCc3ccccc23,1992.0,CCCCCCN1CCC2(CCc3ccccc32)CC1
CHEMBL2954,Homo sapiens,Cathepsin S,CHEMBL199239,6.91,COc1ccc(NCCNC(=O)[C@H](Cc2ccc(NC(=O)C)cc2)NC(=O)c3cccc(C)c3)cc1,2005.0,COc1ccc(NCCNC(=O)[C@H](Cc2ccc(NC(C)=O)cc2)NC(=O)c2cccc(C)c2)cc1
CHEMBL2959,Homo sapiens,Tyrosine-protein kinase ITK/TSK,CHEMBL1230609,7.16,COc1cc2c(Oc3ccc(NC(=O)C4(CC4)C(=O)Nc5ccc(F)cc5)cc3F)ccnc2cc1OCCCN6CCOCC6,2011.0,COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCCCN1CCOCC1
CHEMBL2971,Homo sapiens,Tyrosine-protein kinase JAK2,CHEMBL3923655,6.56,OC(=N)c1cn(nc1Nc2ccc(F)cc2)C3(CC#N)CCC(CC3)NCC(F)(F)F,2016.0,N#CCC1(n2cc(C(=N)O)c(Nc3ccc(F)cc3)n2)CCC(NCC(F)(F)F)CC1
CHEMBL2973,Homo sapiens,Rho-associated protein kinase 2,CHEMBL2023154,6.17,O=C(NCCc1ccccc1)Nc2ccc3[nH]ncc3c2,2012.0,O=C(NCCc1ccccc1)Nc1ccc2[nH]ncc2c1
CHEMBL298,Homo sapiens,Cholecystokinin B receptor,CHEMBL389711,9.53,CC(C)(C)C(=O)CN1C(=O)N(CC(=O)Nc2ccc3ccn(CC(=O)O)c3c2)N=C(C4CCCCC4)c5ccccc15,2007.0,CC(C)(C)C(=O)CN1C(=O)N(CC(=O)Nc2ccc3ccn(CC(=O)O)c3c2)N=C(C2CCCCC2)c2ccccc21
CHEMBL299,Homo sapiens,Protein kinase C alpha,CHEMBL3355127,6.51,C[C@H]1CN(C)CC[C@H]1c2cc3N4[C@H](C)C(=O)NN=C4COc3cc2c5ccccc5F,2015.0,C[C@H]1CN(C)CC[C@H]1c1cc2c(cc1-c1ccccc1F)OCC1=NNC(=O)[C@@H](C)N12
CHEMBL2998,Homo sapiens,P2X purinoceptor 3,CHEMBL3951408,7.2,CCOc1ccc(NC2=NC(=O)N(CC(CO)CO)C(=O)N2Cc3ccc(Cl)cc3)cc1,2015.0,CCOc1ccc(Nc2nc(=O)n(CC(CO)CO)c(=O)n2Cc2ccc(Cl)cc2)cc1
CHEMBL301,Homo sapiens,Cyclin-dependent kinase 2,CHEMBL245535,6.26,CC(=O)NCC(=O)N1CCC(CC1)Nc2ncc(Cl)c(n2)c3c[nH]c4ccccc34,2007.0,CC(=O)NCC(=O)N1CCC(Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)CC1
CHEMBL308,Homo sapiens,Cyclin-dependent kinase 1,CHEMBL1234086,7.25,CNS(=O)(=O)Cc1ccc(N\N=C\2/C(=O)Nc3ccc4ncsc4c23)cc1,2001.0,CNS(=O)(=O)Cc1ccc(N/N=C2\C(=O)Nc3ccc4ncsc4c32)cc1
CHEMBL3105,Homo sapiens,Poly [ADP-ribose] polymerase-1,CHEMBL45707,7.36,Cc1cccc2c(O)nc3cc(c(N)cc3c12)C(F)(F)F,2001.0,Cc1cccc2c(O)nc3cc(C(F)(F)F)c(N)cc3c12
CHEMBL3116,Homo sapiens,Cyclin-dependent kinase 9,CHEMBL482967,6.32,Cc1nc(N)sc1c2ccnc(Nc3ccc(cc3)N4CCOCC4)n2,2010.0,Cc1nc(N)sc1-c1ccnc(Nc2ccc(N3CCOCC3)cc2)n1
CHEMBL3130,Homo sapiens,PI3-kinase p110-delta subunit,CHEMBL3585606,6.15,CC1=CN2C(=O)C=C(N=C2C(=C1)NCc3ccncc3)N4CCOCC4,2015.0,Cc1cc(NCc2ccncc2)c2nc(N3CCOCC3)cc(=O)n2c1
CHEMBL3145,Homo sapiens,PI3-kinase p110-beta subunit,CHEMBL3403668,6.55,C[C@H](Nc1ncnc(N)c1C#N)c2nc3ccc(F)cc3c(C#N)c2c4ccccc4,2015.0,C[C@H](Nc1ncnc(N)c1C#N)c1nc2ccc(F)cc2c(C#N)c1-c1ccccc1
CHEMBL3155,Homo sapiens,Serotonin 7 (5-HT7) receptor,CHEMBL495445,7.28,Fc1ccc(cc1)N2CCN(CCCNS(=O)(=O)c3ccc4ccccc4c3)CC2,2008.0,O=S(=O)(NCCCN1CCN(c2ccc(F)cc2)CC1)c1ccc2ccccc2c1
CHEMBL3192,Homo sapiens,Histone deacetylase 8,CHEMBL1094158,6.8,CN1CCCC(C1)n2c(nc3ccccc23)c4cccc(\C=C\C(=O)NO)c4,2010.0,CN1CCCC(n2c(-c3cccc(/C=C/C(=O)NO)c3)nc3ccccc32)C1
CHEMBL321,Homo sapiens,Matrix metalloproteinase 9,CHEMBL419751,8.49,CNC(=O)[C@H](Cc1ccc(OC)cc1)NC(=O)[C@@H](CC(=O)NO)Cc2ccc(O)cc2,2001.0,CNC(=O)[C@H](Cc1ccc(OC)cc1)NC(=O)[C@@H](CC(=O)NO)Cc1ccc(O)cc1
CHEMBL3227,Homo sapiens,Metabotropic glutamate receptor 5,CHEMBL2151818,6.75,C[C@@H](NC(=O)c1ccc(OCc2cccc(F)c2)cc1)C(C)(C)C,2012.0,C[C@@H](NC(=O)c1ccc(OCc2cccc(F)c2)cc1)C(C)(C)C
CHEMBL3231,Homo sapiens,Rho-associated protein kinase 1,CHEMBL3914530,7.95,COc1cc(ccc1C(=NCc2ccccc2Cl)O)c3cn[nH]c3,2016.0,COc1cc(-c2cn[nH]c2)ccc1C(O)=NCc1ccccc1Cl
CHEMBL3242,Homo sapiens,Carbonic anhydrase XII,CHEMBL455271,7.75,NS(=O)(=O)c1ccc2[nH]c(nc2c1)c3cscn3,2009.0,NS(=O)(=O)c1ccc2[nH]c(-c3cscn3)nc2c1
CHEMBL325,Homo sapiens,Histone deacetylase 1,CHEMBL481998,7.05,Nc1ccccc1NC(=O)c2ccc(CNc3nccc(n3)c4ccc(CN5CCOCC5)cc4)cc2,2009.0,Nc1ccccc1NC(=O)c1ccc(CNc2nccc(-c3ccc(CN4CCOCC4)cc3)n2)cc1
CHEMBL3267,Homo sapiens,PI3-kinase p110-gamma subunit,CHEMBL583228,6.65,OCc1cccc(c1)c2nc(N3CCOCC3)c4ncn(C5CCN(Cc6ccc(cc6)c7ccncc7)CC5)c4n2,2010.0,OCc1cccc(-c2nc(N3CCOCC3)c3ncn(C4CCN(Cc5ccc(-c6ccncc6)cc5)CC4)c3n2)c1
CHEMBL331,Homo sapiens,Cyclin-dependent kinase 4,CHEMBL3691584,7.8,CN(C)C(=O)c1cc2cnc(Nc3ccc(cn3)C(=O)N4CC5(CNC5)C4)nc2n1C6CCCC6,2015.0,CN(C)C(=O)c1cc2cnc(Nc3ccc(C(=O)N4CC5(CNC5)C4)cn3)nc2n1C1CCCC1
CHEMBL332,Homo sapiens,Matrix metalloproteinase-1,CHEMBL77057,6.5,CN(C)CCCCNC(=O)CCNC(=O)[C@H](CC1CCCCC1)NC(=O)[C@H](CCCc2ccc(C)cc2)CC(=O)NO,2001.0,Cc1ccc(CCC[C@H](CC(=O)NO)C(=O)N[C@@H](CC2CCCCC2)C(=O)NCCC(=O)NCCCCN(C)C)cc1
CHEMBL333,Homo sapiens,Matrix metalloproteinase-2,CHEMBL432307,7.92,C[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(Br)cc2)C(=O)O,2000.0,C[C@H](NS(=O)(=O)c1ccc(-c2ccc(Br)cc2)cc1)C(=O)O
CHEMBL3371,Homo sapiens,Serotonin 6 (5-HT6) receptor,CHEMBL231648,7.3,CN1CCc2cc(Cl)c(NS(=O)(=O)c3ccc(cc3)c4ccc(Cl)cc4)cc2CC1,2007.0,CN1CCc2cc(Cl)c(NS(=O)(=O)c3ccc(-c4ccc(Cl)cc4)cc3)cc2CC1
CHEMBL340,Homo sapiens,Cytochrome P450 3A4,CHEMBL2336421,6.35,CCc1cc(CC(NC(=O)N2CCC(CC2)N3Cc4ccccc4NC3=O)C(=O)N5CCC(CC5)N6CCCCC6)cc7cn[nH]c17,2013.0,CCc1cc(CC(NC(=O)N2CCC(N3Cc4ccccc4NC3=O)CC2)C(=O)N2CCC(N3CCCCC3)CC2)cc2cn[nH]c12
CHEMBL344,Homo sapiens,Melanin-concentrating hormone receptor 1,CHEMBL3948692,7.64,Cl.FC(F)(F)c1ccc(cc1)C2=CC(=O)N(C=C2)c3ccn4c5CNCCc5nc4c3,2015.0,O=c1cc(-c2ccc(C(F)(F)F)cc2)ccn1-c1ccn2c3c(nc2c1)CCNC3
CHEMBL3473,Homo sapiens,C-C chemokine receptor type 3,CHEMBL2207664,8.9,Cc1c(Cl)ccc(OC2CCN(C[C@H](O)CNC(=O)C3=CNC(=O)C=C3C(F)(F)F)CC2)c1Cl,2012.0,Cc1c(Cl)ccc(OC2CCN(C[C@H](O)CNC(=O)c3c[nH]c(=O)cc3C(F)(F)F)CC2)c1Cl
CHEMBL3553,Homo sapiens,Tyrosine-protein kinase TYK2,CHEMBL1938642,7.18,NC(=O)c1cnc(N)c2cc(sc12)c3ccc(cc3)N4CCOCC4,2011.0,NC(=O)c1cnc(N)c2cc(-c3ccc(N4CCOCC4)cc3)sc12
CHEMBL3587,Homo sapiens,Dual specificity mitogen-activated protein kinase kinase 1,CHEMBL3747294,8.0,CN(C)S(=O)(=O)Nc1cccc(Oc2cc(F)c(F)c(Nc3ccc(I)cc3F)c2C(=O)N)c1,2016.0,CN(C)S(=O)(=O)Nc1cccc(Oc2cc(F)c(F)c(Nc3ccc(I)cc3F)c2C(N)=O)c1
CHEMBL3594,Homo sapiens,Carbonic anhydrase IX,CHEMBL1688309,7.12,CC(=O)O[C@@H]1O[C@H](COS(=O)(=O)N)[C@H](OC(=O)C)[C@H](OC(=O)C)[C@H]1OC(=O)C,2011.0,CC(=O)O[C@@H]1[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)O[C@@H]1COS(N)(=O)=O
CHEMBL3650,Homo sapiens,Fibroblast growth factor receptor 1,CHEMBL1090479,7.12,CCn1cc(c2ccnc3[nH]c(cc23)c4cccc(CN(C)C)c4)c(n1)c5ccc(NC(=O)N(C)C)cc5,2010.0,CCn1cc(-c2ccnc3[nH]c(-c4cccc(CN(C)C)c4)cc23)c(-c2ccc(NC(=O)N(C)C)cc2)n1
CHEMBL3706,Homo sapiens,ADAM17,CHEMBL1222867,9.11,COc1ccc2CN(C[C@]3(NC(=O)NC3=O)c4ccc(cc4)c5cccnc5)C(=O)c2c1,2010.0,COc1ccc2c(c1)C(=O)N(C[C@@]1(c3ccc(-c4cccnc4)cc3)NC(=O)NC1=O)C2
CHEMBL3717,Homo sapiens,Hepatocyte growth factor receptor,CHEMBL1996646,6.3,COc1cccc(OC)c1CNc2nc(NC3CCCCC3)nc4ccc(Cl)cc24,,COc1cccc(OC)c1CNc1nc(NC2CCCCC2)nc2ccc(Cl)cc12
CHEMBL3759,Homo sapiens,Histamine H4 receptor,CHEMBL1092064,6.77,CN[C@@H]1CCN(C1)c2ncnc3c2oc4cc(Cl)ccc34,2010.0,CN[C@@H]1CCN(c2ncnc3c2oc2cc(Cl)ccc23)C1
CHEMBL3772,Homo sapiens,Metabotropic glutamate receptor 1,CHEMBL3702385,7.03,Ic1cccc2C3=CC(=NCC(=O)N3CCc12)c4cocc4,2014.0,O=C1CN=C(c2ccoc2)C=C2c3cccc(I)c3CCN12
CHEMBL3778,Homo sapiens,Interleukin-1 receptor-associated kinase 4,CHEMBL484390,6.3,CCCCn1c(NC(=O)c2ccc(cc2)C#N)nc3cc(ccc13)N(C)C(=O)C4CCCCC4,,CCCCn1c(NC(=O)c2ccc(C#N)cc2)nc2cc(N(C)C(=O)C3CCCCC3)ccc21
CHEMBL3820,Homo sapiens,Hexokinase type IV,CHEMBL2314803,6.94,COC[C@H](C)Oc1cc(\C=C\c2ccccc2OC)cc(c1)C(=O)Nc3ccn(C)n3,2013.0,COC[C@H](C)Oc1cc(/C=C/c2ccccc2OC)cc(C(=O)Nc2ccn(C)n2)c1
CHEMBL3837,Homo sapiens,Cathepsin L,CHEMBL521987,7.32,CC(C)C(Nc1cccc(c1)C(F)(F)F)C(=O)N2CCCCN2C#N,2008.0,CC(C)C(Nc1cccc(C(F)(F)F)c1)C(=O)N1CCCCN1C#N
CHEMBL3880,Homo sapiens,Heat shock protein HSP 90-alpha,CHEMBL3653905,6.77,CCNc1cc(ccc1C(=O)N)c2cc(nc3c(cccc23)n4cnc(c4)c5cccnc5)C(F)(F)F,2014.0,CCNc1cc(-c2cc(C(F)(F)F)nc3c(-n4cnc(-c5cccnc5)c4)cccc23)ccc1C(N)=O
CHEMBL3884,Homo sapiens,Sodium/glucose cotransporter 2,CHEMBL3639588,7.63,CC(C)N1C(=CN(C1=O)c2ccc(Cc3cc(ccc3Cl)[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc2)O,2013.0,CC(C)n1c(O)cn(-c2ccc(Cc3cc([C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)ccc3Cl)cc2)c1=O
CHEMBL3892,Homo sapiens,Sphingosine 1-phosphate receptor Edg-3,CHEMBL228049,7.0,CCCCCCc1ccc(OC[C@H](N)CCP(=O)(O)O)cc1,2007.0,CCCCCCc1ccc(OC[C@H](N)CCP(=O)(O)O)cc1
CHEMBL3920,Homo sapiens,Protein kinase C theta,CHEMBL3356475,6.5,C[C@@H]1N2C(=NNC1=O)COc3cc(c(NC4CNC4)cc23)C(F)(F)F,2015.0,C[C@H]1C(=O)NN=C2COc3cc(C(F)(F)F)c(NC4CNC4)cc3N21
CHEMBL3922,Homo sapiens,Methionine aminopeptidase 2,CHEMBL230491,7.42,CCOc1c(CC)ccc(NS(=O)(=O)c2ccc(F)cc2)c1C(=O)O,2007.0,CCOc1c(CC)ccc(NS(=O)(=O)c2ccc(F)cc2)c1C(=O)O
CHEMBL3973,Homo sapiens,Fibroblast growth factor receptor 4,CHEMBL3896720,7.06,COc1cc(OC)cc(c1)N(CCn2cccc2)c3ccc4ncc(nc4c3)c5cnn(C)c5,2014.0,COc1cc(OC)cc(N(CCn2cccc2)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1
CHEMBL3979,Homo sapiens,Peroxisome proliferator-activated receptor delta,CHEMBL3786533,9.0,Cc1cc(SCc2cnc(s2)c3ccc(c(F)c3)C(F)(F)F)ccc1OCC(=O)O,2016.0,Cc1cc(SCc2cnc(-c3ccc(C(F)(F)F)c(F)c3)s2)ccc1OCC(=O)O
